timestamps,X,Y,Z
1741735507.827,0.048,-1.256,-0.116
1741735507.827,-0.041,-1.175,-0.140
1741735507.827,-0.079,-1.185,-0.153
1741735507.872,-0.068,-1.150,-0.128
1741735507.872,-0.087,-1.163,-0.045
1741735507.872,-0.058,-1.132,-0.003
1741735507.932,-0.261,-1.119,-0.064
1741735507.932,-0.255,-1.014,-0.102
1741735507.932,-0.158,-0.980,-0.061
1741735507.995,0.027,-0.910,0.074
1741735507.995,0.207,-0.906,0.195
1741735507.995,0.263,-0.921,0.286
1741735508.040,0.256,-0.973,0.344
1741735508.040,0.248,-0.993,0.366
1741735508.040,0.231,-0.991,0.365
1741735508.097,0.137,-1.069,0.558
1741735508.097,0.225,-0.914,0.547
1741735508.097,0.331,-0.878,0.611
1741735508.157,0.332,-0.885,0.583
1741735508.157,0.207,-0.895,0.329
1741735508.157,0.151,-0.971,0.163
1741735508.217,0.036,-1.027,0.086
1741735508.217,0.000,-1.052,0.057
1741735508.217,-0.062,-1.079,0.021
1741735508.277,-0.115,-1.096,0.021
1741735508.277,-0.067,-1.103,0.072
1741735508.277,0.011,-1.023,0.131
1741735508.324,0.056,-0.936,0.143
1741735508.324,0.080,-0.921,0.143
1741735508.324,0.051,-0.916,0.146
1741735508.382,0.048,-0.906,0.156
1741735508.382,0.049,-0.885,0.168
1741735508.382,0.045,-0.868,0.184
1741735508.443,0.050,-0.864,0.201
1741735508.443,0.040,-0.862,0.218
1741735508.443,0.027,-0.886,0.227
1741735508.502,-0.004,-0.912,0.218
1741735508.502,-0.022,-0.945,0.199
1741735508.502,-0.027,-0.978,0.173
1741735508.550,-0.012,-0.985,0.167
1741735508.550,0.014,-0.984,0.157
1741735508.550,0.028,-0.986,0.157
1741735508.607,0.044,-0.999,0.161
1741735508.607,0.065,-1.012,0.152
1741735508.607,0.047,-1.087,0.105
1741735508.667,-0.022,-1.053,0.055
1741735508.667,0.017,-1.018,0.069
1741735508.667,-0.027,-1.034,0.137
1741735508.727,0.028,-1.037,0.182
1741735508.727,0.060,-0.980,0.195
1741735508.727,0.101,-0.989,0.180
1741735508.787,0.166,-0.966,0.184
1741735508.787,0.203,-0.931,0.177
1741735508.787,0.149,-0.947,0.145
1741735508.836,0.108,-0.974,0.158
1741735508.836,0.078,-0.986,0.173
1741735508.836,0.077,-0.987,0.164
1741735508.896,0.051,-1.003,0.151
1741735508.896,-0.048,-1.030,0.181
1741735508.896,0.048,-1.023,0.177
1741735508.952,0.020,-0.980,0.164
1741735508.952,0.031,-0.977,0.150
1741735508.952,0.048,-0.950,0.156
1741735509.012,0.057,-0.931,0.167
1741735509.012,0.067,-0.919,0.172
1741735509.012,0.075,-0.916,0.168
1741735509.073,0.066,-0.910,0.165
1741735509.073,0.049,-0.912,0.150
1741735509.073,0.039,-0.925,0.158
1741735509.120,0.035,-0.946,0.156
1741735509.120,0.023,-0.943,0.155
1741735509.120,0.024,-0.945,0.155
1741735509.177,0.024,-0.944,0.159
1741735509.177,0.040,-0.957,0.161
1741735509.177,0.048,-0.964,0.169
1741735509.237,0.047,-0.967,0.161
1741735509.237,0.044,-0.983,0.161
1741735509.237,0.034,-0.994,0.152
1741735509.297,0.029,-1.018,0.137
1741735509.297,-0.044,-1.028,0.148
1741735509.297,0.034,-1.013,0.166
1741735509.345,0.022,-0.983,0.175
1741735509.345,0.068,-0.998,0.159
1741735509.345,0.094,-0.962,0.141
1741735509.402,0.120,-0.974,0.134
1741735509.402,0.106,-0.959,0.136
1741735509.402,0.092,-0.981,0.150
1741735509.462,0.069,-0.977,0.154
1741735509.462,0.061,-0.991,0.148
1741735509.462,0.042,-0.996,0.150
1741735509.522,0.034,-0.997,0.147
1741735509.522,0.034,-0.990,0.157
1741735509.522,0.048,-0.971,0.166
1741735509.567,0.058,-0.963,0.167
1741735509.567,0.064,-0.951,0.167
1741735509.567,0.064,-0.939,0.170
1741735509.630,0.070,-0.940,0.162
1741735509.630,0.053,-0.938,0.153
1741735509.630,0.051,-0.942,0.148
1741735509.687,0.047,-0.941,0.145
1741735509.687,0.041,-0.939,0.146
1741735509.687,0.042,-0.946,0.144
1741735509.747,0.051,-0.948,0.161
1741735509.747,0.052,-0.953,0.158
1741735509.747,0.054,-0.956,0.160
1741735509.792,0.052,-0.966,0.163
1741735509.792,0.044,-0.965,0.159
1741735509.792,0.043,-0.974,0.159
1741735509.852,0.046,-0.976,0.156
1741735509.852,0.025,-0.994,0.163
1741735509.852,0.051,-0.982,0.170
1741735509.915,0.047,-0.983,0.139
1741735509.915,0.045,-0.983,0.124
1741735509.915,0.049,-0.980,0.131
1741735509.960,0.058,-0.981,0.135
1741735509.960,0.067,-0.976,0.144
1741735509.960,0.078,-0.981,0.161
1741735510.017,0.074,-0.971,0.154
1741735510.017,0.069,-0.979,0.156
1741735510.017,0.066,-0.986,0.154
1741735510.092,0.056,-0.983,0.148
1741735510.092,0.043,-0.978,0.145
1741735510.092,0.049,-0.974,0.152
1741735510.137,0.050,-0.965,0.147
1741735510.137,0.060,-0.959,0.157
1741735510.137,0.063,-0.956,0.159
1741735510.212,0.063,-0.952,0.156
1741735510.212,0.061,-0.954,0.159
1741735510.212,0.054,-0.955,0.157
1741735510.244,0.050,-0.956,0.155
1741735510.244,0.049,-0.949,0.155
1741735510.244,0.057,-0.948,0.155
1741735510.302,0.063,-0.949,0.159
1741735510.302,0.062,-0.949,0.157
1741735510.302,0.061,-0.957,0.155
1741735510.362,0.057,-0.962,0.154
1741735510.362,0.050,-0.962,0.153
1741735510.362,0.048,-0.961,0.147
1741735510.422,0.048,-0.965,0.146
1741735510.422,0.050,-0.971,0.149
1741735510.422,0.050,-0.970,0.148
1741735510.470,0.058,-0.970,0.150
1741735510.470,0.054,-0.971,0.150
1741735510.470,0.051,-0.977,0.148
1741735510.527,0.043,-0.977,0.143
1741735510.527,0.049,-0.983,0.145
1741735510.527,0.052,-0.980,0.146
1741735510.587,0.061,-0.974,0.147
1741735510.587,0.068,-0.972,0.155
1741735510.587,0.066,-0.974,0.153
1741735510.647,0.066,-0.975,0.154
1741735510.647,0.060,-0.978,0.146
1741735510.647,0.052,-0.977,0.150
1741735510.707,0.049,-0.974,0.145
1741735510.707,0.058,-0.969,0.147
1741735510.707,0.062,-0.967,0.149
1741735510.755,0.066,-0.957,0.156
1741735510.755,0.071,-0.961,0.159
1741735510.755,0.067,-0.956,0.160
1741735510.814,0.056,-0.955,0.157
1741735510.814,0.054,-0.959,0.156
1741735510.814,0.051,-0.957,0.153
1741735510.872,0.051,-0.961,0.149
1741735510.872,0.057,-0.961,0.150
1741735510.872,0.064,-0.951,0.152
1741735510.932,0.067,-0.950,0.153
1741735510.932,0.066,-0.954,0.153
1741735510.932,0.061,-0.955,0.150
1741735510.977,0.048,-0.958,0.154
1741735510.977,0.045,-0.963,0.146
1741735510.977,0.053,-0.969,0.147
1741735511.040,0.059,-1.001,0.144
1741735511.040,0.093,-1.050,0.084
1741735511.040,0.056,-1.117,-0.043
1741735511.097,-0.026,-1.084,-0.121
1741735511.097,-0.012,-1.003,-0.092
1741735511.097,0.046,-0.979,-0.040
1741735511.157,0.072,-0.993,-0.006
1741735511.157,0.092,-0.943,0.023
1741735511.157,0.160,-0.939,0.082
1741735511.218,0.164,-0.925,0.190
1741735511.218,0.266,-0.929,0.247
1741735511.218,0.300,-0.940,0.283
1741735511.262,0.263,-0.914,0.271
1741735511.262,0.219,-0.922,0.267
1741735511.262,0.228,-0.945,0.258
1741735511.324,0.201,-0.949,0.246
1741735511.324,0.138,-0.962,0.252
1741735511.324,0.072,-0.956,0.267
1741735511.384,0.050,-0.951,0.283
1741735511.384,0.070,-0.951,0.290
1741735511.384,0.066,-0.956,0.271
1741735511.428,0.064,-0.965,0.239
1741735511.428,0.077,-0.969,0.215
1741735511.428,0.074,-0.956,0.205
1741735511.488,0.088,-0.955,0.210
1741735511.488,0.096,-0.934,0.200
1741735511.488,0.097,-0.907,0.177
1741735511.565,0.116,-0.910,0.164
1741735511.565,0.118,-0.927,0.158
1741735511.565,0.095,-0.916,0.150
1741735511.607,0.075,-0.918,0.147
1741735511.607,-0.052,-1.001,0.211
1741735511.607,-0.117,-0.991,0.315
1741735511.667,0.003,-1.056,0.349
1741735511.667,0.045,-0.978,0.237
1741735511.667,0.011,-0.958,0.119
1741735511.713,-0.021,-0.940,0.041
1741735511.713,0.012,-0.904,0.011
1741735511.713,0.034,-0.939,0.083
1741735511.772,0.077,-0.964,0.178
1741735511.772,0.108,-0.960,0.223
1741735511.772,0.022,-0.980,0.301
1741735511.835,-0.016,-1.023,0.338
1741735511.835,0.043,-0.977,0.250
1741735511.835,0.095,-0.961,0.167
1741735511.880,0.082,-0.938,0.156
1741735511.880,0.068,-0.957,0.176
1741735511.880,0.073,-0.971,0.179
1741735511.952,0.078,-0.988,0.169
1741735511.952,0.066,-0.966,0.152
1741735511.952,0.067,-0.961,0.157
1741735512.012,0.068,-0.944,0.169
1741735512.012,0.071,-0.941,0.172
1741735512.012,0.014,-0.986,0.217
1741735512.058,0.084,-0.959,0.263
1741735512.058,0.060,-0.962,0.223
1741735512.058,0.044,-0.970,0.170
1741735512.135,0.037,-0.958,0.142
1741735512.135,0.039,-0.955,0.149
1741735512.135,0.049,-0.963,0.159
1741735512.167,0.065,-0.962,0.188
1741735512.167,0.056,-0.954,0.198
1741735512.167,0.048,-0.947,0.209
1741735512.223,0.055,-0.958,0.229
1741735512.223,0.057,-0.957,0.240
1741735512.223,0.051,-0.960,0.207
1741735512.283,0.060,-0.961,0.191
1741735512.283,0.053,-0.945,0.199
1741735512.283,0.055,-0.951,0.222
1741735512.342,0.057,-0.950,0.226
1741735512.342,0.042,-0.943,0.230
1741735512.342,0.039,-0.959,0.240
1741735512.403,0.051,-0.952,0.238
1741735512.403,0.057,-0.953,0.221
1741735512.403,0.057,-0.965,0.203
1741735512.449,0.053,-0.955,0.214
1741735512.449,0.049,-0.950,0.238
1741735512.449,0.048,-0.955,0.232
1741735512.508,0.053,-0.960,0.203
1741735512.568,0.062,-0.944,0.252
1741735512.568,0.049,-0.963,0.215
1741735512.568,0.038,-0.952,0.185
1741735512.628,0.033,-0.960,0.188
1741735512.628,0.046,-0.938,0.241
1741735512.628,0.060,-0.941,0.279
1741735512.675,0.069,-0.942,0.275
1741735512.675,0.076,-0.968,0.235
1741735512.675,0.065,-0.963,0.185
1741735512.732,0.061,-0.963,0.160
1741735512.732,0.072,-0.955,0.197
1741735512.732,0.092,-0.954,0.244
1741735512.793,0.085,-0.949,0.228
1741735512.793,0.052,-0.960,0.192
1741735512.793,0.033,-0.951,0.192
1741735512.853,0.049,-0.952,0.242
1741735512.853,0.069,-0.957,0.253
1741735512.853,0.049,-0.960,0.226
1741735512.898,0.034,-0.954,0.207
1741735512.898,0.031,-0.947,0.206
1741735512.898,0.028,-0.951,0.221
1741735512.972,0.043,-0.947,0.247
1741735512.972,0.046,-0.945,0.241
1741735512.972,0.030,-0.950,0.208
1741735513.018,0.018,-0.957,0.202
1741735513.018,0.036,-0.953,0.237
1741735513.018,0.024,-0.946,0.246
1741735513.077,0.010,-0.944,0.233
1741735513.077,0.015,-0.950,0.234
1741735513.077,0.022,-0.955,0.227
1741735513.122,0.025,-0.948,0.230
1741735513.122,0.040,-0.945,0.250
1741735513.122,0.047,-0.946,0.249
1741735513.182,0.029,-0.953,0.215
1741735513.182,0.016,-0.956,0.202
1741735513.182,0.027,-0.959,0.234
1741735513.244,0.043,-0.941,0.263
1741735513.244,0.034,-0.943,0.238
1741735513.244,0.018,-0.965,0.201
1741735513.290,0.019,-0.961,0.209
1741735513.290,0.029,-0.949,0.249
1741735513.290,0.035,-0.950,0.246
1741735513.348,0.023,-0.951,0.210
1741735513.348,0.009,-0.957,0.195
1741735513.348,0.022,-0.955,0.224
1741735513.408,0.036,-0.940,0.265
1741735513.408,0.045,-0.943,0.268
1741735513.408,0.030,-0.952,0.226
1741735513.467,0.011,-0.958,0.201
1741735513.467,0.023,-0.951,0.231
1741735513.467,0.045,-0.945,0.267
1741735513.527,0.042,-0.945,0.255
1741735513.527,0.020,-0.957,0.221
1741735513.527,0.015,-0.958,0.206
1741735513.573,0.028,-0.947,0.224
1741735513.573,0.044,-0.951,0.249
1741735513.573,0.034,-0.947,0.247
1741735513.632,0.028,-0.952,0.225
1741735513.632,0.023,-0.956,0.220
1741735513.632,0.030,-0.959,0.234
1741735513.692,0.026,-0.942,0.242
1741735513.692,0.023,-0.951,0.228
1741735513.692,0.021,-0.948,0.219
1741735513.752,0.027,-0.959,0.227
1741735513.752,0.036,-0.958,0.231
1741735513.752,0.036,-0.957,0.222
1741735513.813,0.037,-0.962,0.204
1741735513.813,0.029,-0.941,0.213
1741735513.813,0.037,-0.943,0.257
1741735513.858,0.054,-0.947,0.282
1741735513.858,0.053,-0.961,0.254
1741735513.858,0.045,-0.953,0.216
1741735513.918,0.029,-0.944,0.190
1741735513.918,0.031,-0.963,0.179
1741735513.918,0.024,-0.959,0.204
1741735513.978,-0.002,-0.952,0.228
1741735513.978,-0.032,-0.943,0.243
1741735513.978,-0.031,-0.952,0.271
1741735514.041,-0.035,-0.939,0.286
1741735514.041,-0.032,-0.943,0.284
1741735514.041,-0.012,-0.951,0.279
1741735514.101,-0.007,-0.954,0.246
1741735514.101,0.004,-0.943,0.247
1741735514.101,0.014,-0.931,0.284
1741735514.146,0.026,-0.923,0.328
1741735514.146,0.013,-0.924,0.328
1741735514.146,0.032,-0.930,0.299
1741735514.203,0.012,-0.947,0.249
1741735514.203,-0.008,-0.936,0.257
1741735514.203,-0.007,-0.925,0.314
1741735514.263,0.015,-0.917,0.351
1741735514.263,0.049,-0.920,0.367
1741735514.263,0.044,-0.954,0.292
1741735514.323,0.002,-0.969,0.194
1741735514.323,-0.015,-0.950,0.200
1741735514.323,-0.002,-0.935,0.267
1741735514.371,0.011,-0.926,0.306
1741735514.371,0.008,-0.937,0.302
1741735514.371,-0.012,-0.937,0.271
1741735514.428,-0.001,-0.946,0.272
1741735514.428,-0.005,-0.944,0.267
1741735514.428,-0.006,-0.930,0.272
1741735514.487,-0.002,-0.933,0.295
1741735514.487,-0.014,-0.939,0.302
1741735514.487,-0.027,-0.937,0.276
1741735514.547,-0.006,-0.935,0.279
1741735514.547,-0.009,-0.930,0.290
1741735514.547,-0.020,-0.934,0.274
1741735514.595,-0.024,-0.931,0.274
1741735514.595,-0.010,-0.936,0.290
1741735514.595,-0.017,-0.938,0.275
1741735514.653,-0.027,-0.945,0.260
1741735514.653,-0.021,-0.936,0.279
1741735514.653,-0.014,-0.931,0.301
1741735514.713,-0.021,-0.936,0.284
1741735514.713,-0.033,-0.941,0.264
1741735514.713,-0.026,-0.937,0.281
1741735514.772,-0.017,-0.930,0.314
1741735514.772,-0.027,-0.938,0.289
1741735514.772,-0.032,-0.942,0.267
1741735514.818,-0.033,-0.945,0.267
1741735514.818,-0.031,-0.932,0.292
1741735514.818,-0.029,-0.929,0.318
1741735514.904,-0.027,-0.927,0.318
1741735514.904,-0.017,-0.934,0.299
1741735514.904,-0.016,-0.930,0.282
1741735514.938,-0.020,-0.942,0.270
1741735514.938,-0.017,-0.934,0.280
1741735514.938,-0.009,-0.929,0.314
1741735514.997,-0.015,-0.927,0.307
1741735514.997,-0.030,-0.936,0.280
1741735514.997,-0.027,-0.939,0.274
1741735515.042,-0.019,-0.929,0.292
1741735515.042,-0.016,-0.936,0.302
1741735515.042,-0.020,-0.934,0.290
1741735515.102,-0.015,-0.937,0.276
1741735515.102,-0.018,-0.936,0.274
1741735515.102,-0.019,-0.938,0.296
1741735515.165,-0.020,-0.931,0.309
1741735515.165,-0.025,-0.930,0.292
1741735515.165,-0.021,-0.930,0.296
1741735515.210,-0.016,-0.938,0.299
1741735515.210,-0.031,-0.933,0.287
1741735515.210,-0.021,-0.936,0.291
1741735515.267,-0.012,-0.935,0.295
1741735515.267,-0.016,-0.934,0.291
1741735515.267,-0.020,-0.940,0.283
1741735515.327,-0.024,-0.941,0.284
1741735515.327,-0.017,-0.933,0.296
1741735515.327,-0.019,-0.933,0.301
1741735515.387,-0.019,-0.927,0.293
1741735515.387,-0.023,-0.928,0.307
1741735515.387,-0.028,-0.928,0.289
1741735515.447,-0.027,-0.934,0.285
1741735515.447,-0.020,-0.938,0.297
1741735515.447,-0.023,-0.930,0.301
1741735515.494,-0.023,-0.928,0.295
1741735515.494,-0.032,-0.937,0.276
1741735515.494,-0.036,-0.933,0.274
1741735515.552,-0.028,-0.930,0.297
1741735515.552,-0.023,-0.930,0.308
1741735515.552,-0.025,-0.934,0.303
1741735515.612,-0.027,-0.943,0.265
1741735515.612,-0.029,-0.946,0.259
1741735515.612,-0.029,-0.944,0.273
1741735515.672,-0.024,-0.937,0.287
1741735515.672,-0.008,-0.928,0.293
1741735515.672,-0.020,-0.930,0.293
1741735515.720,-0.029,-0.932,0.285
1741735515.720,-0.014,-0.937,0.294
1741735515.720,-0.009,-0.930,0.304
1741735515.777,-0.013,-0.932,0.299
1741735515.777,-0.021,-0.934,0.304
1741735515.777,-0.024,-0.931,0.292
1741735515.837,-0.015,-0.934,0.295
1741735515.837,-0.009,-0.919,0.324
1741735515.837,-0.009,-0.907,0.337
1741735515.897,0.004,-0.920,0.336
1741735515.897,-0.000,-0.923,0.347
1741735515.897,0.008,-0.915,0.355
1741735515.957,0.021,-0.930,0.341
1741735515.957,0.009,-0.923,0.314
1741735515.957,0.004,-0.919,0.318
1741735516.005,0.006,-0.913,0.339
1741735516.005,0.007,-0.929,0.333
1741735516.005,0.014,-0.923,0.325
1741735516.062,0.007,-0.925,0.325
1741735516.062,0.005,-0.917,0.354
1741735516.062,0.012,-0.918,0.376
1741735516.122,0.025,-0.918,0.352
1741735516.122,0.017,-0.922,0.331
1741735516.122,0.026,-0.925,0.332
1741735516.182,0.023,-0.919,0.332
1741735516.182,0.013,-0.919,0.337
1741735516.182,0.018,-0.919,0.342
1741735516.227,0.015,-0.916,0.339
1741735516.227,0.011,-0.920,0.339
1741735516.227,-0.015,-0.908,0.352
1741735516.290,0.030,-0.913,0.395
1741735516.290,0.016,-0.918,0.325
1741735516.290,0.008,-0.940,0.277
1741735516.347,0.021,-0.933,0.294
1741735516.347,0.009,-0.927,0.329
1741735516.347,-0.002,-0.921,0.360
1741735516.407,0.010,-0.906,0.370
1741735516.407,0.015,-0.913,0.364
1741735516.407,0.013,-0.919,0.360
1741735516.467,0.016,-0.926,0.353
1741735516.467,0.008,-0.936,0.317
1741735516.467,-0.003,-0.930,0.291
1741735516.515,-0.012,-0.913,0.300
1741735516.515,0.004,-0.910,0.337
1741735516.515,0.010,-0.919,0.361
1741735516.573,-0.013,-0.924,0.341
1741735516.573,-0.026,-0.927,0.314
1741735516.573,-0.026,-0.922,0.332
1741735516.632,-0.007,-0.911,0.349
1741735516.632,-0.008,-0.916,0.339
1741735516.632,-0.017,-0.920,0.323
1741735516.692,-0.022,-0.923,0.310
1741735516.692,-0.023,-0.926,0.324
1741735516.692,-0.011,-0.920,0.342
1741735516.737,-0.013,-0.925,0.335
1741735516.737,-0.011,-0.921,0.328
1741735516.737,-0.013,-0.921,0.329
1741735516.815,-0.019,-0.923,0.345
1741735516.815,-0.014,-0.921,0.339
1741735516.815,-0.010,-0.915,0.341
1741735516.857,-0.012,-0.914,0.353
1741735516.857,-0.008,-0.921,0.346
1741735516.857,-0.009,-0.926,0.322
1741735516.917,-0.014,-0.923,0.316
1741735516.917,-0.007,-0.925,0.340
1741735516.917,-0.013,-0.919,0.347
1741735516.962,-0.022,-0.921,0.338
1741735516.962,-0.020,-0.914,0.321
1741735516.962,-0.013,-0.926,0.323
1741735517.022,-0.012,-0.923,0.328
1741735517.022,-0.012,-0.923,0.323
1741735517.022,-0.019,-0.923,0.322
1741735517.085,-0.006,-0.925,0.330
1741735517.085,-0.010,-0.928,0.340
1741735517.085,-0.022,-0.922,0.333
1741735517.131,-0.010,-0.918,0.334
1741735517.131,-0.013,-0.926,0.328
1741735517.131,-0.019,-0.918,0.326
1741735517.188,-0.008,-0.924,0.341
1741735517.188,-0.004,-0.920,0.338
1741735517.188,-0.013,-0.920,0.337
1741735517.248,-0.013,-0.932,0.328
1741735517.248,-0.014,-0.919,0.328
1741735517.248,-0.023,-0.917,0.329
1741735517.308,-0.013,-0.914,0.344
1741735517.308,-0.012,-0.913,0.347
1741735517.308,-0.017,-0.920,0.343
1741735517.371,-0.011,-0.926,0.329
1741735517.371,-0.024,-0.925,0.322
1741735517.371,-0.016,-0.921,0.333
1741735517.416,-0.006,-0.922,0.344
1741735517.416,-0.019,-0.921,0.327
1741735517.416,-0.019,-0.920,0.333
1741735517.473,-0.011,-0.917,0.344
1741735517.473,-0.012,-0.919,0.334
1741735517.473,-0.021,-0.919,0.329
1741735517.533,-0.012,-0.923,0.327
1741735517.593,-0.014,-0.919,0.342
1741735517.593,-0.011,-0.926,0.321
1741735517.593,-0.011,-0.924,0.320
1741735517.640,-0.008,-0.919,0.339
1741735517.640,-0.023,-0.920,0.322
1741735517.640,-0.018,-0.920,0.332
1741735517.697,-0.005,-0.917,0.355
1741735517.697,-0.015,-0.923,0.339
1741735517.697,-0.025,-0.927,0.315
1741735517.758,-0.017,-0.919,0.327
1741735517.758,-0.011,-0.926,0.337
1741735517.758,-0.010,-0.921,0.330
1741735517.818,-0.020,-0.921,0.331
1741735517.818,-0.017,-0.926,0.339
1741735517.818,-0.013,-0.922,0.338
1741735517.878,-0.015,-0.919,0.333
1741735517.878,-0.002,-0.918,0.333
1741735517.878,-0.007,-0.920,0.329
1741735517.941,-0.014,-0.916,0.343
1741735517.941,-0.005,-0.921,0.342
1741735517.941,-0.010,-0.925,0.331
1741735517.983,-0.015,-0.920,0.336
1741735517.983,-0.015,-0.925,0.333
1741735517.983,-0.015,-0.922,0.327
1741735518.042,-0.009,-0.922,0.328
1741735518.042,-0.013,-0.922,0.324
1741735518.042,-0.019,-0.925,0.313
1741735518.103,-0.019,-0.923,0.327
1741735518.103,-0.014,-0.918,0.343
1741735518.103,-0.011,-0.920,0.339
1741735518.148,-0.016,-0.922,0.330
1741735518.148,-0.008,-0.921,0.330
1741735518.148,-0.007,-0.919,0.327
1741735518.211,-0.009,-0.922,0.324
1741735518.211,-0.005,-0.927,0.331
1741735518.211,-0.016,-0.921,0.336
1741735518.267,-0.005,-0.922,0.336
1741735518.267,-0.010,-0.920,0.342
1741735518.267,-0.020,-0.925,0.335
1741735518.328,-0.012,-0.923,0.329
1741735518.328,-0.004,-0.918,0.329
1741735518.328,-0.020,-0.922,0.336
1741735518.373,-0.017,-0.917,0.333
1741735518.373,-0.008,-0.921,0.340
1741735518.373,-0.011,-0.923,0.341
1741735518.448,-0.020,-0.921,0.335
1741735518.448,-0.018,-0.918,0.335
1741735518.448,-0.015,-0.909,0.333
1741735518.496,-0.008,-0.914,0.344
1741735518.496,-0.003,-0.924,0.344
1741735518.496,-0.015,-0.924,0.322
1741735518.553,-0.013,-0.924,0.314
1741735518.553,-0.011,-0.921,0.329
1741735518.553,-0.023,-0.920,0.335
1741735518.613,-0.010,-0.921,0.324
1741735518.613,-0.017,-0.919,0.330
1741735518.613,-0.015,-0.919,0.336
1741735518.658,-0.013,-0.917,0.323
1741735518.658,-0.010,-0.919,0.325
1741735518.658,-0.009,-0.919,0.343
1741735518.718,-0.011,-0.924,0.343
1741735518.718,-0.003,-0.926,0.345
1741735518.718,-0.003,-0.914,0.344
1741735518.778,-0.014,-0.918,0.338
1741735518.778,-0.016,-0.914,0.333
1741735518.778,-0.000,-0.912,0.350
1741735518.823,0.012,-0.916,0.373
1741735518.823,0.005,-0.912,0.373
1741735518.823,0.003,-0.915,0.351
1741735518.883,0.009,-0.916,0.352
1741735518.883,0.022,-0.908,0.371
1741735518.883,0.025,-0.906,0.366
1741735518.943,0.028,-0.914,0.365
1741735518.943,0.029,-0.913,0.360
1741735518.943,0.006,-0.927,0.329
1741735519.006,0.016,-0.911,0.350
1741735519.006,0.019,-0.902,0.394
1741735519.006,0.044,-0.907,0.392
1741735519.066,0.042,-0.910,0.347
1741735519.066,0.038,-0.927,0.333
1741735519.066,0.023,-0.931,0.327
1741735519.107,0.008,-0.901,0.332
1741735519.107,0.018,-0.904,0.377
1741735519.107,0.028,-0.914,0.383
1741735519.168,0.021,-0.916,0.345
1741735519.168,0.005,-0.921,0.329
1741735519.168,0.007,-0.912,0.360
1741735519.228,0.012,-0.910,0.382
1741735519.228,0.015,-0.916,0.362
1741735519.228,0.014,-0.914,0.340
1741735519.291,0.011,-0.920,0.355
1741735519.291,0.014,-0.914,0.360
1741735519.291,0.018,-0.911,0.358
1741735519.351,0.005,-0.908,0.371
1741735519.351,0.015,-0.908,0.376
1741735519.351,0.021,-0.913,0.360
1741735519.393,0.019,-0.910,0.366
1741735519.393,0.022,-0.909,0.381
1741735519.393,0.017,-0.916,0.354
1741735519.452,0.007,-0.916,0.336
1741735519.452,0.017,-0.911,0.361
1741735519.452,0.024,-0.911,0.378
1741735519.513,0.022,-0.911,0.358
1741735519.513,0.013,-0.911,0.348
1741735519.513,0.007,-0.916,0.361
1741735519.576,0.023,-0.914,0.368
1741735519.576,0.020,-0.908,0.357
1741735519.576,-0.021,-0.885,0.357
1741735519.619,0.056,-0.900,0.432
1741735519.619,0.030,-0.906,0.360
1741735519.619,0.007,-0.941,0.283
1741735519.677,0.022,-0.939,0.261
1741735519.677,0.018,-0.922,0.328
1741735519.677,0.007,-0.917,0.371
1741735519.737,0.018,-0.904,0.368
1741735519.737,0.009,-0.914,0.367
1741735519.737,0.005,-0.911,0.378
1741735519.798,0.016,-0.906,0.361
1741735519.798,0.019,-0.904,0.351
1741735519.798,0.018,-0.923,0.334
1741735519.846,0.014,-0.919,0.329
1741735519.846,0.013,-0.927,0.339
1741735519.846,0.011,-0.920,0.357
1741735519.903,0.001,-0.907,0.370
1741735519.903,0.000,-0.907,0.390
1741735519.903,0.007,-0.900,0.406
1741735519.963,0.014,-0.901,0.405
1741735519.963,0.017,-0.919,0.378
1741735519.963,0.024,-0.957,0.316
1741735520.023,-0.002,-0.965,0.249
1741735520.023,-0.028,-0.939,0.240
1741735520.023,-0.011,-0.922,0.285
1741735520.067,0.026,-0.902,0.340
1741735520.067,0.025,-0.915,0.373
1741735520.067,-0.006,-0.917,0.375
1741735520.130,-0.010,-0.913,0.355
1741735520.130,-0.003,-0.926,0.333
1741735520.130,0.003,-0.919,0.309
1741735520.187,-0.012,-0.917,0.271
1741735520.187,0.003,-0.917,0.233
1741735520.187,-0.053,-0.939,0.201
1741735520.247,-0.026,-0.932,0.199
1741735520.247,-0.020,-0.903,0.226
1741735520.247,0.008,-0.892,0.277
1741735520.292,0.027,-0.869,0.303
1741735520.292,0.060,-0.862,0.300
1741735520.292,0.101,-0.891,0.271
1741735520.352,0.101,-0.918,0.194
1741735520.352,0.044,-0.941,0.120
1741735520.352,0.044,-0.950,0.062
1741735520.415,0.074,-0.950,0.024
1741735520.415,0.096,-0.923,-0.009
1741735520.415,0.108,-0.908,-0.034
1741735520.472,0.114,-0.849,-0.061
1741735520.472,0.113,-0.825,-0.081
1741735520.472,0.126,-0.833,-0.104
1741735520.520,0.134,-0.847,-0.114
1741735520.520,0.125,-0.847,-0.112
1741735520.520,0.152,-0.863,-0.115
1741735520.578,0.153,-0.868,-0.113
1741735520.578,0.188,-0.898,-0.104
1741735520.578,0.245,-1.026,-0.099
1741735520.637,0.258,-1.095,-0.125
1741735520.637,0.244,-1.088,-0.131
1741735520.637,0.234,-1.041,-0.129
1741735520.697,0.254,-1.029,-0.102
1741735520.697,0.285,-1.047,-0.084
1741735520.697,0.292,-1.061,-0.088
1741735520.744,0.317,-1.107,-0.091
1741735520.744,0.309,-1.086,-0.098
